obra_id,titulo,dominio_atual,subdominio_atual,especie,colecao
356094cd-262c-4f71-96d2-3d08d64b7d51,The Minimum Elements For a Software Bill of Materials (SBOM),seguranca-privacidade,seg-plataforma-aplicacoes,relatorio,firma
084bbaa3-0c8c-41de-a3dc-d7bf76ba20ef,The NIST Cybersecurity Framework (CSF) 2.0,seguranca-privacidade,seg-governanca-controles,framework,firma
af21eda8-1ff1-499a-bb7d-795d53fc5b89,The NIST Model for Role-Based Access Control: Towards a Unified Standard,seguranca-privacidade,seg-acessos,paper,firma
d2f456aa-560c-4b52-b316-3f021aa027bf,The OAuth 2.1 Authorization Framework (draft-ietf-oauth-v2-1-15),seguranca-privacidade,seg-acessos,norma-tecnica,firma
7584cebf-a903-4562-bba6-e6a362f0c060,The Red Team Guide by Peerlyst,seguranca-privacidade,seg-ofensiva,livro,firma
83dd69e2-aa5f-4be4-b366-52153274718d,The Three States of Data Guide: Description and How to Secure Them,seguranca-privacidade,"",guia,firma
ded222ae-1d8e-41e8-81d0-24f3120233ae,Threat Modeling: Designing for Security,seguranca-privacidade,"",livro,firma
50337d04-5bf5-406d-9847-14fd742c5762,Transição Brasileira para a Prontidão Pós-Quântica (PQC) e Soberania Digital,seguranca-privacidade,seg-cripto,relatorio,firma
345317ba-f37f-4806-8d54-796a33ecfbaa,Transitioning the Use of Cryptographic Algorithms and Key Lengths,seguranca-privacidade,seg-cripto,guia,firma
c610bf79-cb67-437a-8e95-b19002ad5843,Understanding Privacy,seguranca-privacidade,seg-dados-privacidade,livro,firma
dd512f8f-90a1-48d8-88da-76cf5003ee57,WP2017 O-3-1-1 Good practice guide on how to improve CSIRT capabilities,seguranca-privacidade,seg-deteccao-resposta,guia,firma
3c46866a-face-406f-8a28-487fb0cbb4b7,Xeque-Mate: o tripé de proteção de dados pessoais no xadrez das iniciativas legislativas no Brasil,seguranca-privacidade,seg-dados-privacidade,paper,firma
b0bfd121-9afe-46fd-a5d9-bbd192428d8a,Zero Trust Architecture,seguranca-privacidade,seg-acessos,guia,firma
